time,active_db_conn_count,active_tx_count,active_users,call_count,cpu_time,cpu_usage,db_sessions,extcall_count,extcall_time,fail_count,fetch_count,fetch_time,fgc,fgct,file_count,gc_count,gc_time,heap_usage,jvm_free_heap,jvm_heap_size,jvm_mem_size,jvm_used_heap,os_free_memory,os_rcv_packets,os_send_packets,os_total_memory,prepare_count,prepare_time,response_time,socket_count,sql_count,sql_time,tgc,tgct,thread_count,tps,ygc,ygct
2022-06-09 00:00:00,0.0,0.0,0.0,0.0,1.95,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,55.5755,381424.2,899584.0,1142148.0,518159.8,6852290.8,117.25,85.45,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0
2022-06-09 00:01:00,0.0,0.0,0.0,0.0,1.88,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,56.8122,369893.45,899584.0,1142148.0,529690.55,6852467.8,111.85,82.35,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0
2022-06-09 00:02:00,0.0,0.0,0.0,0.0,1.8799,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,57.9717,359083.65,899584.0,1142148.0,540500.35,6852362.2,114.1,83.55,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0
2022-06-09 00:03:00,0.0,0.0,0.0,0.0,1.935,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,59.1685,347925.05,899584.0,1142143.2,551658.95,6852669.4,105.95,77.35,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,78.7,0.0,0.0,0.0
2022-06-09 00:04:00,0.0,0.0,0.0,0.0,1.9149,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,60.3889,336546.85,899584.0,1142058.2,563037.15,6853541.8,120.15,78.35,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,0.0,0.0,0.0
2022-06-09 00:05:00,0.0,0.0,0.0,0.0,1.84,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,61.6241,325029.8,899584.0,1142044.0,574554.2,7561123.4,116.5,86.8,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,0.0,0.0,0.0
2022-06-09 00:06:00,0.0,0.0,0.0,0.0,1.855,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,62.8314,313773.9,899584.0,1142044.0,585810.1,7638876.0,122.9,88.7,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
2022-06-09 00:07:00,0.0,0.0,0.0,0.0,1.88,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.35,45.4781,475567.85,899584.0,1142044.0,424016.15,7639197.2,123.2,84.85,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.35,76.0,0.0,0.05,0.35
2022-06-09 00:08:00,0.0,0.0,0.0,0.0,1.93,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,28.1701,636938.9,899584.0,1142044.0,262645.1,7639075.4,117.6,87.5,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.65,0.0,0.0,0.0
2022-06-09 00:09:00,0.0,0.0,0.0,0.0,1.9149,0.0,30.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,29.3307,626117.95,899584.0,1142044.0,273466.05,7638715.4,118.25,87.45,1.6188756E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
