time,active_sessions,buffer_busy_waits,concurrency_wait_time,consistent_gets,cpu_used_by_this_session,db_block_changes,db_block_gets,db_file_scattered_read,db_file_sequential_read,db_time,enqueue_requests,enqueue_waits,execute_count,file_io_service_time,file_io_wait_time,free_buffer_waits,gc_cr_blocks_received,gc_cr_request,gc_current_blocks_received,global_enqueue_gets_async,global_enqueue_gets_sync,library_cache_lock,lock_waiting_sessions,log_buffer_space,log_file_sync,non_idle_wait_time,opened_cursors_cumulative,opened_cursors_current,parse_count_failures,parse_count_hard,parse_count_total,parse_time_cpu,parse_time_elapsed,physical_reads,physical_reads_direct,physical_writes,physical_writes_direct,recursive_calls,redo_size,row_cache_lock,session_logical_reads,user_calls,user_commits,user_rollbacks
2022-05-06 00:00:00,42,0,17,7843,33,424,442,0,0,12,56,0,807,0,6350,0,0,0,0,0,0,0,0,0,0,376752,787,141,0,20,318,4,5,1,0,1,0,2280,99988,0,8285,1,1,0
2022-05-06 00:01:00,42,0,0,31248,18,50,55,0,0,203,14,0,66,0,13211,0,0,0,0,0,0,0,0,0,0,92868,57,141,0,6,25,0,0,0,0,1,0,269,6750,0,31304,0,0,0
2022-05-06 00:02:00,42,0,0,50,0,0,0,0,0,0,3,0,9,0,7643,0,0,0,0,0,0,0,0,0,0,26214,8,138,0,0,3,0,0,0,0,0,0,56,106,0,50,0,0,0
2022-05-06 00:03:00,43,0,0,0,0,0,0,0,0,0,2,0,0,0,3574,0,0,0,0,0,0,0,0,0,0,17480,0,139,0,0,0,0,0,0,0,1,0,6,54,0,0,0,0,0
2022-05-06 00:04:00,44,0,0,0,0,0,0,0,0,0,2,0,0,0,3531,0,0,0,0,0,0,0,0,0,0,16303,0,139,0,0,0,0,0,0,0,0,0,6,44,0,0,0,0,0
2022-05-06 00:05:00,45,0,17,3,0,1,1,0,0,0,3,0,1,1,44381,0,0,0,0,0,0,0,0,0,0,61433,0,139,0,0,0,0,0,0,0,12,0,9,768,0,4,0,0,0
2022-05-06 00:06:00,47,0,53,5,0,0,0,0,0,0,3,0,0,4,215183,0,0,0,0,0,0,0,0,0,0,231616,0,139,0,0,0,0,0,0,0,21,0,11,1472,0,6,0,0,0
2022-05-06 00:07:00,47,0,0,722,1,57,37,0,0,0,21,0,131,0,2503,0,0,0,0,0,0,0,0,0,0,32494,126,139,0,0,123,0,0,0,0,0,0,397,8488,0,760,0,0,0
2022-05-06 00:08:00,47,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8984,0,139,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0
2022-05-06 00:09:00,47,0,0,345,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11266,4,139,0,0,1,0,0,0,0,0,0,25,2,0,345,0,0,0
2022-05-06 00:10:00,48,0,1,26206,23,2360,2553,0,0,5,289,0,808,0,5137,0,0,0,0,0,0,0,0,0,0,421881,797,141,0,7,332,1,1,4,0,1,0,2420,377600,0,28760,0,6,0
2022-05-06 00:11:00,47,0,0,15220,12,5,12,0,0,190,217,0,2,0,770,0,0,0,0,0,0,0,0,0,0,19524,2,139,0,0,2,0,0,0,0,0,0,20,261,0,15233,0,0,0
2022-05-06 00:12:00,46,0,0,0,0,0,0,0,0,0,216,0,0,0,7519,0,0,0,0,0,0,0,0,0,0,19050,0,139,0,0,0,0,0,0,0,2,0,12,148,0,0,0,0,0
2022-05-06 00:13:00,46,0,0,0,0,0,0,0,0,0,216,0,0,0,510,0,0,0,0,0,0,0,0,0,0,10610,0,139,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0
2022-05-06 00:14:00,46,0,0,0,0,0,0,0,0,0,216,0,0,0,239,0,0,0,0,0,0,0,0,0,0,9162,0,139,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0
2022-05-06 00:15:00,46,0,0,66704,11,106,391,0,0,65,225,0,3,3,935605,0,0,0,0,0,0,0,0,0,0,1244545,3,143,0,0,2,0,0,10,0,248,214,28,9521,0,67095,0,0,0
2022-05-06 00:16:00,46,0,0,53,2,31,197,0,0,129,220,0,5,13,1734773,0,0,0,0,0,0,0,0,0,0,1895489,5,144,0,0,2,0,0,0,0,200,155,27,11591,0,251,0,0,0
2022-05-06 00:17:00,45,0,0,29,1,86,237,0,0,0,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14832,1,142,0,0,1,0,0,0,0,0,0,16,332,0,267,0,0,0
2022-05-06 00:18:00,46,0,0,7,0,0,0,0,0,0,216,0,0,0,549,0,0,0,0,0,0,0,0,0,0,9225,0,142,0,0,0,0,0,0,0,0,0,11,7,0,7,0,0,0
2022-05-06 00:19:00,47,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14687,0,142,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0
2022-05-06 00:20:00,51,0,0,36182,22,1683,2043,0,0,29,248,0,489,0,32803,0,0,0,0,0,0,0,0,0,0,261696,486,143,0,1,253,0,0,1,0,3,0,1282,235906,0,38226,0,1,0
2022-05-06 00:21:00,52,0,0,7,0,5,12,0,0,150,217,0,1,0,12067,0,0,0,0,0,0,0,0,0,0,44223,1,142,0,0,1,0,0,0,0,2,0,17,378,0,19,0,0,0
2022-05-06 00:22:00,54,0,0,656,1,5,4,0,0,134,203,0,113,0,4920,0,0,0,0,0,0,0,0,0,0,26649,112,142,0,0,111,0,0,0,0,1,0,354,966,0,660,0,0,0
2022-05-06 00:23:00,53,0,0,0,0,0,0,0,0,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,0,142,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
2022-05-06 00:24:00,53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8435,0,142,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
2022-05-06 00:25:00,52,0,0,3,0,0,0,0,0,0,3,0,0,4,199430,0,0,0,0,0,0,0,0,0,0,216418,0,142,0,0,0,0,0,0,0,37,0,7,2050,0,4,0,0,0
2022-05-06 00:26:00,51,0,0,5,0,0,0,0,0,0,3,0,0,1,89148,0,0,0,0,0,0,0,0,0,0,102848,0,142,0,0,0,0,0,0,0,7,0,9,624,0,5,0,0,0
2022-05-06 00:27:00,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3305,0,0,0,0,0,0,0,0,0,0,15460,0,142,0,0,0,0,0,0,0,0,0,7,59,0,0,0,0,0
