time,active_sessions,buffer_busy_waits,concurrency_wait_time,consistent_gets,cpu_used_by_this_session,db_block_changes,db_block_gets,db_file_scattered_read,db_file_sequential_read,db_time,enqueue_requests,enqueue_waits,execute_count,file_io_service_time,file_io_wait_time,free_buffer_waits,gc_cr_blocks_received,gc_cr_request,gc_current_blocks_received,global_enqueue_gets_async,global_enqueue_gets_sync,library_cache_lock,lock_waiting_sessions,log_buffer_space,log_file_sync,non_idle_wait_time,opened_cursors_cumulative,opened_cursors_current,parse_count_failures,parse_count_hard,parse_count_total,parse_time_cpu,parse_time_elapsed,physical_reads,physical_reads_direct,physical_writes,physical_writes_direct,recursive_calls,redo_size,row_cache_lock,session_logical_reads,user_calls,user_commits,user_rollbacks
2022-04-01 00:00:00,40,0,0,2001,5,162,168,0,0,1,20,0,236,0,5961,0,0,0,0,0,0,0,0,0,0,70625,231,113,0,11,40,1,1,1,0,3,0,590,58008,0,2169,1,0,0
2022-04-01 00:01:00,40,0,0,1,0,0,0,0,0,0,2,0,0,0,5351,0,0,0,0,0,0,0,0,0,0,17402,0,113,0,0,0,0,0,0,0,2,0,8,95,0,1,0,0,0
2022-04-01 00:02:00,41,0,0,58,0,0,0,0,0,0,3,0,10,0,4838,0,0,0,0,0,0,0,0,0,0,21212,9,112,0,0,4,0,0,0,0,1,0,64,72,0,58,0,0,0
2022-04-01 00:03:00,42,0,0,0,0,0,0,0,0,0,2,0,0,0,4745,0,0,0,0,0,0,0,0,0,0,19669,0,113,0,0,0,0,0,0,0,1,0,6,68,0,0,0,0,0
2022-04-01 00:04:00,45,0,8,31391,38,761,785,0,0,63,85,0,759,0,13718,0,0,0,0,0,0,0,0,0,0,613286,738,118,0,17,322,4,4,25,0,2,0,2348,119542,0,32177,0,5,0
2022-04-01 00:05:00,46,0,0,8588,14,7,16,0,0,164,100,0,34,0,71781,0,0,0,0,0,0,0,0,0,0,93313,26,115,0,2,14,0,0,0,0,13,0,177,1157,0,8604,0,0,0
2022-04-01 00:06:00,47,0,0,8,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9662,0,115,0,0,0,0,0,0,0,0,0,15,2,0,8,0,0,0
2022-04-01 00:07:00,49,0,0,0,0,0,0,0,0,0,216,0,0,0,146,0,0,0,0,0,0,0,0,0,0,10133,0,115,0,0,0,0,0,0,0,0,0,12,144,0,1,0,0,0
2022-04-01 00:08:00,49,0,0,5,0,0,0,0,0,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10677,1,114,0,0,0,0,0,0,0,0,0,16,2,0,5,0,0,0
2022-04-01 00:09:00,49,0,19,1,0,1,1,0,0,0,217,0,0,8,205414,0,0,0,0,0,0,0,0,0,0,220835,0,112,0,0,0,0,0,0,0,29,0,12,1984,0,3,0,0,0
