time,active_db_conn_count,active_tx_count,active_users,call_count,cpu_time,cpu_usage,db_sessions,extcall_count,extcall_time,fail_count,fetch_count,fetch_time,fgc,fgct,file_count,gc_count,gc_time,heap_usage,jvm_free_heap,jvm_heap_size,jvm_mem_size,jvm_used_heap,os_free_memory,os_rcv_packets,os_send_packets,os_total_memory,prepare_count,prepare_time,response_time,socket_count,sql_count,sql_time,tgc,tgct,thread_count,tps,ygc,ygct
2022-06-03 00:00:00,0.0,1.0,0.1,0.0,1.4049,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.5947,23833.7,141260.8,630173.4,117427.1,240974.8,141.05,88.8,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,150.05,0.0,0.05,0.15
2022-06-03 00:01:00,0.0,1.0,0.0,0.0,0.975,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.0,0.0,12.4592,24123.65,140288.0,629744.0,116164.35,243706.4,141.9,70.7,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,149.1,0.0,0.0,0.0
2022-06-03 00:02:00,0.0,1.0,0.0,0.0,0.9899,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.3597,25051.25,140288.0,629744.0,115236.75,243706.8,128.1,63.25,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,149.0,0.0,0.05,0.15
2022-06-03 00:03:00,0.0,1.0,0.0,0.0,0.97,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.3071,24620.45,139366.4,629279.6,114745.95,244396.0,127.5,61.15,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,149.0,0.0,0.05,0.15
2022-06-03 00:04:00,0.0,1.0,0.0,0.0,1.005,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.4782,22922.95,139264.0,629152.2,116341.05,245139.2,134.6,64.85,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,143.15,0.0,0.05,0.15
2022-06-03 00:05:00,0.0,1.0,0.0,0.0,2.315,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.4,12.336,23327.4,138342.4,627920.0,115015.0,2.42310902E7,148.5,71.4,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.4,89.75,0.0,0.05,0.4
2022-06-03 00:06:00,0.0,1.0,0.0,0.0,0.885,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.1,12.3477,23115.5,138240.0,627864.0,115124.5,2.71129272E7,127.6,64.75,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.1,90.0,0.0,0.05,0.1
2022-06-03 00:07:00,0.0,1.0,0.0,0.0,0.9799,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.2,12.3889,21809.75,137318.4,627403.2,115508.65,2.71119978E7,134.4,62.15,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.2,90.0,0.0,0.05,0.2
2022-06-03 00:08:00,0.0,1.0,0.0,0.0,1.0149,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.4,12.3577,21998.55,137216.0,627352.0,115217.45,2.71099536E7,134.8,67.8,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.4,90.0,0.0,0.05,0.4
2022-06-03 00:09:00,0.0,1.0,0.0,0.0,1.0149,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.1,0.35,12.2623,21863.9,136192.0,626840.0,114328.1,2.71104478E7,124.9,62.45,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.1,0.35,90.0,0.0,0.1,0.35
2022-06-03 00:10:00,0.0,1.0,0.0,0.0,1.175,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.4,12.2454,21868.0,136038.4,626762.6,114170.4,2.71090554E7,136.5,67.95,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.4,90.0,0.0,0.05,0.4
2022-06-03 00:11:00,0.0,1.0,0.0,0.0,1.02,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.2067,21358.5,135168.0,626324.0,113809.5,2.7109541E7,127.4,65.2,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,90.0,0.0,0.05,0.15
2022-06-03 00:12:00,0.0,1.0,0.0,0.0,0.945,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.2305,20675.15,134707.2,626093.6,114032.05,2.71095498E7,135.45,65.0,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,90.0,0.0,0.05,0.15
2022-06-03 00:13:00,0.0,1.0,0.0,0.0,0.925,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.1624,20747.15,134144.0,625812.0,113396.85,2.71096328E7,142.9,70.7,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,90.0,0.0,0.05,0.15
2022-06-03 00:14:00,0.0,1.0,0.0,0.0,0.96,0.0,9.0,0,0,0,0.0,0,0.0,0.0,7.0,0.05,0.15,12.3167,18899.15,133734.4,625402.4,114835.25,2.71098582E7,126.3,59.25,3.2641016E7,0.0,0,0.0,0.0,0.0,0.0,0.05,0.15,89.95,0.0,0.05,0.15
