time,active_sessions,buffer_busy_waits,concurrency_wait_time,consistent_gets,cpu_used_by_this_session,db_block_changes,db_block_gets,db_file_scattered_read,db_file_sequential_read,db_time,enqueue_requests,enqueue_waits,execute_count,file_io_service_time,file_io_wait_time,free_buffer_waits,gc_cr_blocks_received,gc_cr_request,gc_current_blocks_received,global_enqueue_gets_async,global_enqueue_gets_sync,library_cache_lock,lock_waiting_sessions,log_buffer_space,log_file_sync,non_idle_wait_time,opened_cursors_cumulative,opened_cursors_current,parse_count_failures,parse_count_hard,parse_count_total,parse_time_cpu,parse_time_elapsed,physical_reads,physical_reads_direct,physical_writes,physical_writes_direct,recursive_calls,redo_size,row_cache_lock,session_logical_reads,user_calls,user_commits,user_rollbacks
2022-05-02 00:00:00,68,0,75,3860,7,192,202,0,0,2,65,0,41,0,13956,0,0,0,0,0,175,0,0,0,0,235128,42,126,0,1,18,0,0,0,0,0,0,109,67631,0,4062,2,0,0
2022-05-02 00:01:00,70,0,0,1,1,0,0,0,0,0,55,0,0,0,12610,0,0,0,0,0,18,0,0,0,0,139830,0,126,0,0,0,0,0,0,0,0,0,9,42,0,1,0,0,0
2022-05-02 00:02:00,70,0,0,1,0,0,0,0,0,0,56,0,0,0,14957,0,0,0,0,0,18,0,0,0,0,145990,0,126,0,0,0,0,0,0,0,1,0,9,70,0,1,0,0,0
2022-05-02 00:03:00,71,0,0,2,0,0,0,0,0,0,56,0,0,0,10945,0,0,0,0,0,18,0,0,0,0,151435,0,126,0,0,0,0,0,0,0,1,0,9,124,0,2,0,0,0
2022-05-02 00:04:00,72,0,4055,45705,29,561,595,0,40,127,105,0,543,0,439358,0,0,0,0,33,614,0,0,0,0,887987,538,131,0,2,123,1,1,27,0,1,0,1156,91165,0,46301,0,3,0
2022-05-02 00:05:00,72,0,45,39,2,27,68,0,0,100,58,0,9,273,336137,0,0,0,0,0,34,0,0,0,0,599743,9,126,0,0,3,0,0,0,0,17,0,27,1947,0,107,0,0,0
2022-05-02 00:06:00,72,0,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,18,0,0,0,0,131844,0,126,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0
2022-05-02 00:07:00,72,0,0,1,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,163213,0,126,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,0
2022-05-02 00:08:00,72,0,0,2,0,0,0,0,0,0,56,0,0,0,174,0,0,0,0,0,18,0,0,0,0,120664,0,126,0,0,0,0,0,0,0,0,0,9,129,0,2,0,0,0
2022-05-02 00:09:00,72,0,5,2,0,0,0,0,0,0,56,0,0,0,263703,0,0,0,0,0,18,0,0,0,0,408069,0,126,0,0,0,0,0,0,0,29,0,9,1798,0,2,0,0,0
2022-05-02 00:10:00,72,0,135,31,1,6,7,0,0,1,57,0,7,0,31490,0,0,0,0,1,75,0,0,0,0,105047,7,126,0,0,5,0,0,0,0,4,0,38,1216,0,39,0,0,0
2022-05-02 00:11:00,72,0,0,3,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,18,0,0,0,0,77177,0,127,0,0,0,0,0,0,0,0,0,9,2,0,3,0,0,0
2022-05-02 00:12:00,72,0,0,2,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,92151,0,127,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0
2022-05-02 00:13:00,72,0,56,155,2,13,9,0,0,0,61,0,30,0,1961,0,0,0,0,0,28,0,0,0,0,101633,30,127,0,0,27,0,0,0,0,0,0,94,2040,0,164,0,0,0
2022-05-02 00:14:00,73,0,29351,43109,35,1367,1883,0,0,146,79,0,378,9,8789,0,0,0,0,16,327,2,0,0,0,197648,375,128,0,1,78,1,1,0,0,0,0,779,186639,0,44992,0,1,0
2022-05-02 00:15:00,71,0,172,26028,20,92,752,0,0,138,72,0,8,7161,5011830,0,0,0,0,1,72,0,0,0,0,910083,8,131,0,0,4,0,0,528,497,1098,1097,42,18981,0,26780,0,0,0
2022-05-02 00:16:00,70,0,2,23,1,52,147,0,0,0,57,0,3,91,26714,0,0,0,0,0,25,0,0,0,0,163481,3,127,0,0,1,0,0,0,0,0,0,14,215,0,170,0,0,0
2022-05-02 00:17:00,71,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,142711,0,127,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0
2022-05-02 00:18:00,71,0,0,2,1,0,0,0,0,0,55,0,0,0,858,0,0,0,0,0,18,0,0,0,0,193318,0,127,0,0,0,0,0,0,0,0,0,9,130,0,2,0,0,0
2022-05-02 00:19:00,71,0,6,2,0,0,0,0,0,0,56,0,0,0,216090,0,0,0,0,0,18,0,0,0,0,374577,0,127,0,0,0,0,0,0,0,37,0,8,2067,0,2,0,0,0
2022-05-02 00:20:00,71,0,129,856,4,14,18,0,1,4,68,0,74,0,54364,0,0,0,0,1,169,0,0,0,0,191056,75,127,0,5,12,1,2,1,0,7,0,206,2702,0,875,0,0,0
2022-05-02 00:21:00,71,0,35,7,0,0,0,0,0,0,55,0,2,0,18246,0,0,0,0,0,20,0,0,0,0,137235,1,127,0,0,0,0,0,0,0,2,0,13,113,0,7,0,0,0
2022-05-02 00:22:00,72,0,46,23,1,1,1,0,0,133,54,0,6,0,0,0,0,0,0,0,48,0,0,0,0,118698,5,127,0,0,3,0,0,0,0,0,0,34,204,0,24,0,0,0
2022-05-02 00:23:00,71,0,0,23,1,0,0,0,0,100,4,0,6,0,964,0,0,0,0,0,12,0,0,0,0,124191,6,127,0,0,0,0,0,0,0,0,0,18,62,0,23,0,0,0
2022-05-02 00:24:00,72,0,3327,43476,58,1062,1229,0,0,124,53,0,592,18,13030,0,0,0,0,19,2932,0,0,0,0,421632,569,131,0,14,138,4,5,0,0,0,0,1843,167677,0,44705,0,2,0
2022-05-02 00:25:00,70,0,37,276,5,6,15,0,0,100,7,0,36,91,109441,0,0,0,0,0,185,0,0,0,0,289199,29,127,0,3,14,0,0,0,0,3,0,179,392,0,291,0,0,0
2022-05-02 00:26:00,69,0,0,1,0,0,0,0,0,0,4,0,0,0,288,0,0,0,0,0,7,0,0,0,0,173440,0,127,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0
2022-05-02 00:27:00,69,0,2,9,0,0,0,0,0,0,4,0,2,0,3121,0,0,0,0,0,12,0,0,0,0,151496,2,127,0,0,0,0,0,0,0,0,0,12,21,0,9,0,0,0
2022-05-02 00:28:00,69,0,7,205,1,31,20,0,0,0,14,0,40,0,132,0,0,0,0,0,26,0,0,0,0,132855,37,127,0,0,34,0,0,0,0,0,0,127,4754,0,226,0,0,0
2022-05-02 00:29:00,69,0,4,2,1,0,0,0,0,0,4,0,0,0,5720,0,0,0,0,0,8,0,0,0,0,84175,0,127,0,0,0,0,0,0,0,2,0,8,140,0,2,0,0,0
2022-05-02 00:30:00,69,0,0,18,0,0,0,0,0,0,4,0,1,0,82065,0,0,0,0,0,13,0,0,0,0,173582,1,127,0,0,0,0,0,0,0,31,0,9,1926,0,19,0,0,0
