time,active_sessions,buffer_busy_waits,concurrency_wait_time,consistent_gets,cpu_used_by_this_session,db_block_changes,db_block_gets,db_file_scattered_read,db_file_sequential_read,db_time,enqueue_requests,enqueue_waits,execute_count,file_io_service_time,file_io_wait_time,free_buffer_waits,gc_cr_blocks_received,gc_cr_request,gc_current_blocks_received,global_enqueue_gets_async,global_enqueue_gets_sync,library_cache_lock,lock_waiting_sessions,log_buffer_space,log_file_sync,non_idle_wait_time,opened_cursors_cumulative,opened_cursors_current,parse_count_failures,parse_count_hard,parse_count_total,parse_time_cpu,parse_time_elapsed,physical_reads,physical_reads_direct,physical_writes,physical_writes_direct,recursive_calls,redo_size,row_cache_lock,session_logical_reads,user_calls,user_commits,user_rollbacks
2022-06-22 00:00:00,68,0,2259,4012,6,182,188,0,0,52,64,0,38,0,2659,0,0,0,0,0,60,0,0,0,0,96610,38,111,0,1,15,0,0,0,0,1,0,99,66105,0,4201,2,0,0
2022-06-22 00:01:00,69,0,0,1,0,0,0,0,0,0,55,0,0,0,4926,0,0,0,0,0,18,0,0,0,0,89093,0,111,0,0,0,0,0,0,0,1,0,8,56,0,1,0,0,0
2022-06-22 00:02:00,69,0,0,40,0,0,0,0,0,0,56,0,1,0,380,0,0,0,0,0,18,0,0,0,0,38342,1,111,0,0,0,0,0,0,0,0,0,10,38,0,41,0,0,0
2022-06-22 00:03:00,72,0,0,1,1,0,0,0,0,0,55,0,0,0,726,0,0,0,0,0,18,0,0,0,0,36866,0,115,0,0,0,0,0,0,0,0,0,9,49,0,1,0,0,0
2022-06-22 00:04:00,73,0,2,8,0,0,1,0,0,0,55,0,1,0,38642,0,0,0,0,0,22,0,0,0,0,79783,0,115,0,0,0,0,0,0,0,22,0,9,1643,0,10,0,0,0
2022-06-22 00:05:00,75,0,15,2,0,0,0,0,0,0,56,0,0,0,35234,0,0,0,0,0,19,0,0,0,0,74856,0,115,0,0,0,0,0,0,0,14,0,9,935,0,2,0,0,0
2022-06-22 00:06:00,76,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,31198,0,115,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,0
2022-06-22 00:07:00,76,0,23,2,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,19,0,0,0,0,38258,0,115,0,0,0,0,0,0,0,0,0,9,88,0,2,0,0,0
2022-06-22 00:08:00,76,0,0,1,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,50465,0,115,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,0
2022-06-22 00:09:00,78,0,4226,47275,33,1237,1531,0,11,101,121,0,617,95,117587,0,0,0,0,38,651,0,0,0,0,403876,615,118,0,2,159,1,2,17,0,1,0,1417,189966,0,48807,0,5,0
2022-06-22 00:10:00,77,0,132,205,2,16,15,0,0,100,62,0,41,0,2829,0,0,0,0,1,75,0,0,0,0,72468,40,115,0,0,36,0,0,0,0,0,0,135,2452,0,221,0,0,0
2022-06-22 00:11:00,77,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,66026,0,115,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0
2022-06-22 00:12:00,77,0,7,18335,1,0,0,0,0,0,56,0,3,0,0,0,0,0,0,0,114,0,0,0,0,34893,3,115,0,0,1,0,0,0,0,0,0,17,32,0,18335,0,0,0
2022-06-22 00:13:00,77,0,10,67416,96,22,62,0,0,0,56,0,3,87,1803,0,0,0,0,0,23,0,0,0,0,53050,3,117,0,0,1,0,0,0,0,2,0,14,285,0,67479,0,0,0
2022-06-22 00:14:00,76,0,12,18,1,8,20,0,0,0,56,0,3,87,109712,0,0,0,0,0,26,0,0,0,0,176818,4,116,0,0,1,0,0,0,0,48,0,15,3284,0,39,0,0,0
2022-06-22 00:15:00,77,0,169,26386,12,86,515,0,0,29,69,0,8,87,1275873,0,0,0,0,1,65,0,0,0,0,292615,8,117,0,0,4,0,0,33,0,372,371,37,14393,0,26901,1,0,0
2022-06-22 00:16:00,77,0,0,588,1,0,0,0,0,0,55,0,3,0,0,0,0,0,0,0,24,0,0,0,0,31720,3,116,0,0,1,0,0,0,0,0,0,27,2,0,588,0,0,0
2022-06-22 00:17:00,77,0,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,18,0,0,0,0,30446,0,116,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0
2022-06-22 00:18:00,73,0,0,1,0,0,0,0,0,0,55,0,0,0,820,0,0,0,0,0,18,0,0,0,0,33874,0,111,0,0,0,0,0,0,0,0,0,8,28,0,1,0,0,0
2022-06-22 00:19:00,74,0,2290,45101,45,840,969,2,0,102,89,0,452,95,29041,0,0,0,0,21,634,0,0,0,0,172844,449,113,0,2,102,1,1,99,0,1,0,1079,126938,0,46070,0,2,0
2022-06-22 00:20:00,73,0,798,233,3,0,0,0,1,102,59,0,62,0,25351,0,0,0,0,0,95,0,0,0,0,99738,62,111,0,4,7,0,2,1,0,6,0,147,425,0,234,0,0,0
2022-06-22 00:21:00,72,0,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,18,0,0,0,0,79919,0,110,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,0
2022-06-22 00:22:00,73,0,55,43,1,1,1,0,0,137,55,0,9,0,0,0,0,0,0,0,49,0,0,0,0,40233,9,111,0,0,3,0,0,0,0,0,0,44,203,0,45,0,0,0
2022-06-22 00:23:00,72,0,0,7,0,0,0,0,0,100,4,0,2,0,0,0,0,0,0,0,9,0,0,0,0,31219,1,111,0,0,0,0,0,0,0,0,0,11,2,0,7,0,0,0
2022-06-22 00:24:00,71,0,3,30,0,0,1,0,0,0,5,0,7,0,56578,0,0,0,0,0,17,0,0,0,0,113314,7,112,0,0,1,0,0,0,0,31,0,19,2111,0,32,0,0,0
2022-06-22 00:25:00,71,0,19,297,1,21,14,0,0,0,12,0,51,0,1341,0,0,0,0,0,33,0,0,0,0,45708,50,112,0,1,39,0,0,0,0,0,0,170,3158,0,312,0,0,0
